	sequence_id	cluster_id
1454	KJ173440	C
1455	KU964022	C
1456	KC774353	C
1457	KX276838	C
1458	DQ089779	C
1459	KY881748	C
1460	AB195938	C
1461	KX765845	C
1462	KY470983	C
1463	KY881938	C
1464	HQ700495	C
1465	DQ922650	C
1466	KY470980	C
1467	FJ386632	C
1468	FJ562325	C
1469	KU964059	C
1470	KU964060	C
1471	KJ173430	C
1472	DQ089786	C
1473	FJ032341	C
1474	KC774208	C
1475	KC875271	C
1476	GQ377636	C
1477	KC774240	C
1478	EU939571	C
1479	GQ377617	C
1480	AB014363	C
1481	JF828923	C
1482	HQ700562	C
1483	AB971715	C
1484	AB670285	C
1485	AB670264	C
1486	MK720630	C
1487	KY363279	C
1488	KU964063	C
1489	MN683728	C
1490	KU964235	C
1491	FJ386598	C
1492	MF674489	C
1493	KU964045	C
1494	KJ598727	C
1495	KX765838	C
1496	KY470967	C
1497	KJ598674	C
1498	KJ173285	C
1499	KY881765	C
1500	KY470934	C
1501	AB014391	C
1502	KY470884	C
1503	GQ377603	C
1504	FJ032338	C
1505	KU964196	C
1506	AB112471	C
1507	KJ598686	C
1508	FJ032346	C
1509	DQ089768	C
1510	KC774245	C
1511	GQ475355	C
1512	JX661489	C
1513	KU679960	C
1514	KR013827	C
1515	KC774278	C
1516	KJ803818	C
1517	KC774296	C
1518	KJ598743	C
1519	JQ040141	C
1520	KJ598681	C
1521	AF461357	C
1522	AB182589	C
1523	KU964055	C
1524	KU964033	C
1525	HQ700572	C
1526	EU306721	C
1527	FJ349225	C
1528	EU939543	C
1529	MG893560	C
1530	D23683	C
1531	EU916210	C
1532	KJ598712	C
1533	AB014383	C
1534	KC774216	C
1535	KJ410510	C
1536	KU964334	C
1537	GQ377553	C
1538	KC774319	C
1539	KF214673	C
1540	DQ089764	C
1541	KY470937	C
1542	AB198080	C
1543	KU963893	C
1544	KC774356	C
1545	KY881739	C
1546	FJ386623	C
1547	GQ924650	C
1548	KU964237	C
1549	KJ803780	C
1550	EU939578	C
1551	EU939595	C
1552	AB112066	C
1553	AB900109	C
1554	GQ377529	C
1555	KJ173437	C
1556	MF674468	C
1557	KU964333	C
1558	KY881969	C
1559	KC774228	C
1560	KY881965	C
1561	KX276853	C
