	sequence_id	cluster_id
828	KJ729079	Ostariophysi
829	KY962416	Ostariophysi
830	MF687137	Ostariophysi
831	KM268050	Ostariophysi
832	MG570426	Ostariophysi
833	MG800786	Ostariophysi
834	NC_032398	Ostariophysi
835	KM401549	Ostariophysi
836	KP050360	Ostariophysi
837	NC_043847	Ostariophysi
838	KX840359	Ostariophysi
839	KM212178	Ostariophysi
840	KF587906	Ostariophysi
841	MN171302	Ostariophysi
842	NC_014866	Ostariophysi
843	KT213586	Ostariophysi
844	KP872682	Ostariophysi
845	MG570428	Ostariophysi
846	KJ913780	Ostariophysi
847	KJ729076	Ostariophysi
848	KX588239	Ostariophysi
849	AP011419	Ostariophysi
850	AB054130	Ostariophysi
851	NC_039115	Ostariophysi
852	NC_026122	Ostariophysi
853	AB218896	Ostariophysi
854	MH668154	Ostariophysi
855	KF383387	Ostariophysi
856	KF980890	Ostariophysi
857	KM393222	Ostariophysi
858	NC_029149	Ostariophysi
859	AB239601	Ostariophysi
860	NC_015748	Ostariophysi
861	JX184925	Ostariophysi
862	NC_032290	Ostariophysi
863	KF151214	Ostariophysi
864	KF246550	Ostariophysi
865	KM406486	Ostariophysi
866	KT259193	Ostariophysi
867	NC_015751	Ostariophysi
868	NC_004694	Ostariophysi
869	KF577979	Ostariophysi
870	NC_021414	Ostariophysi
871	JQ231111	Ostariophysi
872	NC_045214	Ostariophysi
873	KJ139979	Ostariophysi
874	MK726305	Ostariophysi
875	MG280782	Ostariophysi
876	KJ631323	Ostariophysi
877	JX646870	Ostariophysi
878	JQ004279	Ostariophysi
879	KF826087	Ostariophysi
880	NC_022705	Ostariophysi
881	NC_028028	Ostariophysi
882	JQ734476	Ostariophysi
883	NC_015801	Ostariophysi
884	NC_037516	Ostariophysi
885	KT213595	Ostariophysi
886	KX164404	Ostariophysi
887	MG570413	Ostariophysi
888	NC_041443	Ostariophysi
889	NC_012980	Ostariophysi
890	MG570451	Ostariophysi
891	KC342218	Ostariophysi
892	MK530706	Ostariophysi
893	JQ026259	Ostariophysi
894	NC_015194	Ostariophysi
895	KJ645748	Ostariophysi
896	MH998249	Ostariophysi
897	NC_021395	Ostariophysi
898	MT109097	Ostariophysi
899	KJ746938	Ostariophysi
900	KF732713	Ostariophysi
901	JN105354	Ostariophysi
902	MG570448	Ostariophysi
903	KJ496301	Ostariophysi
904	NC_028403	Ostariophysi
905	KT268317	Ostariophysi
906	NC_025650	Ostariophysi
907	HM746659	Ostariophysi
908	KP013104	Ostariophysi
909	KR869145	Ostariophysi
910	KM454860	Ostariophysi
911	AP011995	Ostariophysi
912	KR270437	Ostariophysi
913	KM081703	Ostariophysi
914	KU323959	Ostariophysi
915	AP012003	Ostariophysi
916	KF976395	Ostariophysi
917	JQ917224	Ostariophysi
918	KF673863	Ostariophysi
919	KX528071	Ostariophysi
920	NC_046438	Ostariophysi
921	NC_026205	Ostariophysi
922	KX139437	Ostariophysi
923	NC_027670	Ostariophysi
924	NC_015823	Ostariophysi
925	MN231004	Ostariophysi
926	KY710750	Ostariophysi
927	KU380329	Ostariophysi
928	KU146529	Ostariophysi
929	JX987313	Ostariophysi
930	KC113209	Ostariophysi
931	KJ746947	Ostariophysi
932	KP407138	Ostariophysi
933	KJ754936	Ostariophysi
934	NC_015745	Ostariophysi
935	KP013086	Ostariophysi
936	MH709123	Ostariophysi
937	KJ027397	Ostariophysi
938	NC_045067	Ostariophysi
939	NC_029449	Ostariophysi
940	MH605315	Ostariophysi
941	NC_036034	Ostariophysi
942	NC_028595	Ostariophysi
943	AP009316	Ostariophysi
944	KT601639	Ostariophysi
945	KP064328	Ostariophysi
946	KJ641842	Ostariophysi
947	NC_021597	Ostariophysi
948	KM400625	Ostariophysi
949	MF687128	Ostariophysi
950	KJ880044	Ostariophysi
951	KF600713	Ostariophysi
952	NC_018825	Ostariophysi
953	AB242168	Ostariophysi
954	NC_021448	Ostariophysi
955	KJ739868	Ostariophysi
956	KJ671449	Ostariophysi
957	MN807278	Ostariophysi
958	MG570435	Ostariophysi
959	NC_011210	Ostariophysi
960	NC_018821	Ostariophysi
961	KM244705	Ostariophysi
962	KU050703	Ostariophysi
963	KJ135626	Ostariophysi
964	NC_036512	Ostariophysi
965	KF176560	Ostariophysi
966	AP011428	Ostariophysi
967	MN082047	Ostariophysi
968	KM052390	Ostariophysi
969	NC_014261	Ostariophysi
970	KR075136	Ostariophysi
971	NC_029341	Ostariophysi
972	FJ515920	Ostariophysi
973	NC_029437	Ostariophysi
974	NC_021596	Ostariophysi
975	NC_008667	Ostariophysi
976	JQ230103	Ostariophysi
977	KC513574	Ostariophysi
978	MH285824	Ostariophysi
979	NC_013709	Ostariophysi
980	JQ343984	Ostariophysi
981	KF647872	Ostariophysi
982	KJ729080	Ostariophysi
983	NC_025950	Ostariophysi
984	MG818719	Ostariophysi
985	NC_024880	Ostariophysi
986	KF926823	Ostariophysi
987	KY358753	Ostariophysi
988	NC_044969	Ostariophysi
989	MG570449	Ostariophysi
990	KY420179	Ostariophysi
991	MG999836	Ostariophysi
992	NC_023101	Ostariophysi
993	MH605309	Ostariophysi
994	MN581868	Ostariophysi
995	NC_023336	Ostariophysi
996	KT224366	Ostariophysi
997	HM535625	Ostariophysi
998	JX316027	Ostariophysi
999	KJ564187	Elopomorpha
1000	KJ564207	Elopomorpha
1001	AP007234	Elopomorpha
1002	NC_013626	Elopomorpha
1003	KJ564241	Elopomorpha
1004	KJ564225	Elopomorpha
1005	NC_006532	Elopomorpha
1006	KJ564249	Elopomorpha
1007	KJ564245	Elopomorpha
1008	KJ564177	Elopomorpha
1009	KJ564270	Elopomorpha
1010	NC_013624	Elopomorpha
1011	NC_013620	Elopomorpha
1012	KJ564224	Elopomorpha
1013	KJ564271	Elopomorpha
1014	NC_013617	Elopomorpha
1015	AB051110	Elopomorpha
1016	KJ564263	Elopomorpha
1017	KJ564220	Elopomorpha
1018	KJ564264	Elopomorpha
1019	NC_006545	Elopomorpha
1020	NC_005799	Elopomorpha
1021	KJ564175	Elopomorpha
1022	NC_013602	Elopomorpha
1023	NC_005798	Elopomorpha
1024	NC_005803	Elopomorpha
1025	KJ564199	Elopomorpha
1026	KJ564238	Elopomorpha
1027	KJ564197	Elopomorpha
1028	KJ564214	Elopomorpha
1029	NC_005144	Elopomorpha
1030	AP007243	Elopomorpha
1031	KJ564253	Elopomorpha
1032	KJ564230	Elopomorpha
1033	NC_005804	Elopomorpha
1034	KJ564255	Elopomorpha
1035	NC_013608	Elopomorpha
1036	NC_006535	Elopomorpha
1037	KJ564213	Elopomorpha
1038	AP007240	Elopomorpha
1039	NC_006531	Elopomorpha
1040	KY081398	Elopomorpha
1041	NC_005805	Elopomorpha
1042	EU917054	Elopomorpha
1043	NC_013614	Elopomorpha
1044	KJ564219	Elopomorpha
1045	AP007241	Elopomorpha
1046	AP002978	Elopomorpha
1047	KJ564209	Elopomorpha
1048	KJ564262	Elopomorpha
1049	MK574146	Elopomorpha
1050	KJ564228	Elopomorpha
1051	KJ564176	Elopomorpha
1052	KP874183	Elopomorpha
1053	NC_013623	Elopomorpha
1054	KY081397	Elopomorpha
1055	NC_005298	Elopomorpha
1056	KJ564223	Elopomorpha
1057	KJ948424	Elopomorpha
1058	NC_006537	Elopomorpha
1059	NC_013436	Elopomorpha
1060	NC_013611	Elopomorpha
1061	KJ564198	Elopomorpha
1062	KJ564184	Elopomorpha
1063	KJ564174	Elopomorpha
1064	KJ564205	Elopomorpha
1065	KJ564232	Elopomorpha
1066	NC_006542	Elopomorpha
1067	AB046473	Elopomorpha
1068	NC_006533	Elopomorpha
1069	AP002975	Elopomorpha
1070	AP004808	Elopomorpha
1071	KJ564237	Elopomorpha
1072	NC_013633	Elopomorpha
1073	KJ564173	Elopomorpha
1074	KJ564269	Elopomorpha
1075	MK189460	Elopomorpha
1076	NC_006538	Elopomorpha
1077	KJ564190	Elopomorpha
1078	NC_004417	Elopomorpha
1079	NC_006539	Elopomorpha
1080	MH050933	Elopomorpha
1081	AP007237	Elopomorpha
1082	KJ564185	Elopomorpha
1083	AB047825	Elopomorpha
1084	NC_013628	Elopomorpha
1085	KJ564265	Elopomorpha
1086	AP002973	Elopomorpha
1087	AB038556	Elopomorpha
1088	NC_006547	Elopomorpha
1089	NC_006534	Elopomorpha
1090	KJ564217	Elopomorpha
1091	AP007248	Elopomorpha
1092	NC_006544	Elopomorpha
1093	KJ564212	Elopomorpha
1094	NC_013615	Elopomorpha
1095	KJ564186	Elopomorpha
1096	KP893074	Elopomorpha
1097	NC_006546	Elopomorpha
1098	KJ564218	Elopomorpha
1099	AP004807	Elopomorpha
1100	KJ564235	Elopomorpha
1101	KJ564194	Elopomorpha
1102	KJ564211	Elopomorpha
1103	NC_013618	Elopomorpha
1104	NC_013627	Elopomorpha
1105	KY021065	Elopomorpha
1106	KJ564179	Elopomorpha
1107	AB469437	Elopomorpha
1108	NC_013629	Elopomorpha
1109	NC_013634	Elopomorpha
1110	KJ564208	Elopomorpha
1111	NC_013610	Elopomorpha
1112	AP007236	Elopomorpha
1113	KJ564180	Elopomorpha
1114	NC_006541	Elopomorpha
1115	KJ564254	Elopomorpha
1116	KJ564196	Elopomorpha
1117	KJ564221	Elopomorpha
1118	AP007249	Elopomorpha
1119	KJ564242	Elopomorpha
1120	NC_013606	Elopomorpha
1121	KJ564222	Elopomorpha
1122	KJ564236	Elopomorpha
1123	KJ564244	Elopomorpha
1124	KJ564215	Elopomorpha
1125	KJ564206	Elopomorpha
1126	KJ564257	Elopomorpha
1127	NC_006540	Elopomorpha
1128	AB038381	Elopomorpha
1129	KJ564261	Elopomorpha
1130	AP007245	Elopomorpha
1131	KJ564188	Elopomorpha
1132	NC_013609	Elopomorpha
1133	NC_005796	Elopomorpha
1134	KJ564216	Elopomorpha
1135	KJ564247	Elopomorpha
1136	KJ564233	Elopomorpha
1137	KJ564243	Elopomorpha
1138	KJ564240	Elopomorpha
1139	KJ564229	Elopomorpha
1140	KJ564260	Elopomorpha
1141	KJ564183	Elopomorpha
1142	AP007242	Elopomorpha
1143	AP007247	Elopomorpha
1144	KJ564268	Elopomorpha
1145	NC_027186	Elopomorpha
1146	KR131863	Elopomorpha
1147	KJ564172	Elopomorpha
1148	KJ564202	Elopomorpha
1149	KJ564181	Elopomorpha
1150	KJ564259	Elopomorpha
1151	MK189459	Elopomorpha
1152	KJ564234	Elopomorpha
1153	AP007238	Elopomorpha
1154	KJ564191	Elopomorpha
1155	NC_005299	Elopomorpha
1156	AP007239	Elopomorpha
1157	MT410930	Elopomorpha
1158	KJ564210	Elopomorpha
1159	NC_035885	Elopomorpha
1160	KX641476	Elopomorpha
1161	NC_005802	Elopomorpha
1162	NC_013601	Elopomorpha
1163	NC_013613	Elopomorpha
1164	AP007244	Elopomorpha
1165	NC_005801	Elopomorpha
1166	NC_013630	Elopomorpha
1167	AP007246	Elopomorpha
1168	AP007233	Elopomorpha
1169	MF448350	Elopomorpha
1170	NC_005800	Elopomorpha
1171	KJ564189	Elopomorpha
1172	NC_038175	Elopomorpha
1173	KJ564192	Elopomorpha
1174	KJ564227	Elopomorpha
1175	MK204283	Elopomorpha
1176	KJ564178	Elopomorpha
1177	KJ564203	Elopomorpha
1178	KJ564252	Elopomorpha
1179	KJ564171	Elopomorpha
1180	NC_013605	Elopomorpha
1181	NC_013607	Elopomorpha
1182	NC_013635	Elopomorpha
1183	MT027058	Elopomorpha
1184	KP793920	Elopomorpha
1185	KJ564195	Elopomorpha
1186	KJ564250	Elopomorpha
1187	KJ564251	Elopomorpha
1188	AP002977	Elopomorpha
1189	AP007235	Elopomorpha
1190	KJ564248	Elopomorpha
1191	KJ564256	Elopomorpha
1192	NC_013622	Elopomorpha
1193	NC_013631	Elopomorpha
1194	KJ564267	Elopomorpha
1195	KJ564239	Elopomorpha
1196	KJ564170	Elopomorpha
1197	KJ564193	Elopomorpha
1198	AP002976	Elopomorpha
1199	KJ564226	Elopomorpha
1200	NC_011575	Elopomorpha
1201	NC_006543	Elopomorpha
1202	KJ564200	Elopomorpha
1203	AP007250	Elopomorpha
1204	KJ564182	Elopomorpha
1205	KJ564246	Elopomorpha
1206	KP874184	Elopomorpha
1207	NC_027234	Elopomorpha
1208	NC_006536	Elopomorpha
1209	NC_013621	Elopomorpha
1210	NC_047186	Elopomorpha
1211	NC_027240	Elopomorpha
1212	KJ564231	Elopomorpha
1213	NC_002707	Elopomorpha
1214	KT355033	Elopomorpha
1215	AB051070	Elopomorpha
1216	KT895265	Elopomorpha
1217	AP002974	Elopomorpha
1218	NC_002761	Elopomorpha
1219	KJ564204	Elopomorpha
1220	NC_013625	Elopomorpha
1221	NC_013632	Elopomorpha
1222	KJ564258	Elopomorpha
1223	KJ564266	Elopomorpha
1224	KJ564201	Elopomorpha
1225	KJ433482	Acanthopterygii
1226	JQ348999	Acanthopterygii
1227	JQ639067	Acanthopterygii
1228	MH538781	Acanthopterygii
1229	NC_046581	Acanthopterygii
1230	NC_011321	Acanthopterygii
1231	NC_029473	Acanthopterygii
1232	NC_032080	Acanthopterygii
1233	KC663435	Acanthopterygii
1234	AP011938	Acanthopterygii
1235	NC_046471	Acanthopterygii
1236	KU053334	Acanthopterygii
1237	KX117996	Acanthopterygii
1238	JQ349003	Acanthopterygii
1239	MK784230	Acanthopterygii
1240	MG851912	Acanthopterygii
1241	NC_044429	Acanthopterygii
1242	MK784242	Acanthopterygii
1243	NC_026229	Acanthopterygii
1244	NC_023977	Acanthopterygii
1245	NC_011172	Acanthopterygii
1246	NC_014849	Acanthopterygii
1247	NC_011945	Acanthopterygii
1248	MH301059	Acanthopterygii
1249	MF326939	Acanthopterygii
1250	AP002942	Acanthopterygii
1251	AP011933	Acanthopterygii
1252	AP009529	Acanthopterygii
1253	NC_029471	Acanthopterygii
1254	KC593370	Acanthopterygii
1255	NC_044458	Acanthopterygii
1256	KX762050	Acanthopterygii
1257	KP710978	Acanthopterygii
1258	AP009539	Acanthopterygii
1259	MH538718	Acanthopterygii
1260	NC_032400	Acanthopterygii
1261	NC_015337	Acanthopterygii
1262	NC_013183	Acanthopterygii
1263	NC_046735	Acanthopterygii
1264	MK240352	Acanthopterygii
1265	NC_023265	Acanthopterygii
1266	MH538712	Acanthopterygii
1267	NC_028285	Acanthopterygii
1268	FJ848375	Acanthopterygii
1269	MH538772	Acanthopterygii
1270	JQ420073	Acanthopterygii
1271	KY628302	Acanthopterygii
1272	KU743245	Acanthopterygii
1273	NC_003194	Acanthopterygii
1274	KT240121	Acanthopterygii
1275	KT211461	Acanthopterygii
1276	KT211443	Acanthopterygii
1277	KT004432	Acanthopterygii
1278	MK784116	Acanthopterygii
1279	NC_027588	Acanthopterygii
1280	NC_028197	Acanthopterygii
1281	NC_028286	Acanthopterygii
1282	NC_036721	Acanthopterygii
1283	JQ700101	Acanthopterygii
1284	KX117921	Acanthopterygii
1285	AP008947	Acanthopterygii
1286	KT343661	Acanthopterygii
1287	KX117977	Acanthopterygii
1288	NC_026194	Acanthopterygii
1289	KU360727	Acanthopterygii
1290	KX156764	Acanthopterygii
1291	MN122884	Acanthopterygii
1292	KX117964	Acanthopterygii
1293	KJ184525	Acanthopterygii
1294	NC_013812	Acanthopterygii
1295	NC_022445	Acanthopterygii
1296	MK784222	Acanthopterygii
1297	NC_039543	Acanthopterygii
1298	NC_026464	Acanthopterygii
1299	KT211466	Acanthopterygii
1300	NC_034675	Acanthopterygii
1301	MH538748	Acanthopterygii
1302	KY609156	Acanthopterygii
1303	KC790539	Acanthopterygii
1304	AP009534	Acanthopterygii
1305	NC_011633	Acanthopterygii
1306	MH237607	Acanthopterygii
1307	MK621914	Acanthopterygii
1308	MH538795	Acanthopterygii
1309	MG515171	Acanthopterygii
1310	NC_012981	Acanthopterygii
1311	JF911702	Acanthopterygii
1312	NC_015352	Acanthopterygii
1313	KX117925	Acanthopterygii
1314	KJ433560	Acanthopterygii
1315	MK509809	Acanthopterygii
1316	MH538731	Acanthopterygii
1317	NC_004386	Acanthopterygii
1318	NC_011379	Acanthopterygii
1319	JX682713	Acanthopterygii
1320	NC_035306	Acanthopterygii
1321	NC_036720	Acanthopterygii
1322	NC_039158	Acanthopterygii
1323	JX629442	Acanthopterygii
1324	KY249560	Acanthopterygii
1325	KT211449	Acanthopterygii
1326	NC_042186	Acanthopterygii
1327	AP004422	Acanthopterygii
1328	AP009528	Acanthopterygii
1329	NC_029247	Acanthopterygii
1330	NC_026904	Acanthopterygii
1331	KT307617	Acanthopterygii
1332	NC_026533	Acanthopterygii
1333	NC_011111	Acanthopterygii
1334	KY067950	Acanthopterygii
1335	KT211477	Acanthopterygii
1336	KC847086	Acanthopterygii
1337	KX117992	Acanthopterygii
1338	JF911706	Acanthopterygii
1339	MH538732	Acanthopterygii
1340	AP002932	Acanthopterygii
1341	AP002939	Acanthopterygii
1342	KJ013505	Acanthopterygii
1343	NC_011323	Acanthopterygii
1344	KY965073	Acanthopterygii
1345	AP009214	Acanthopterygii
1346	MG739437	Acanthopterygii
1347	NC_032086	Acanthopterygii
1348	KT211467	Acanthopterygii
1349	NC_035147	Acanthopterygii
1350	NC_015367	Acanthopterygii
1351	NC_005836	Acanthopterygii
1352	NC_025242	Acanthopterygii
1353	KX117973	Acanthopterygii
1354	KY038655	Acanthopterygii
1355	MH301085	Acanthopterygii
1356	MH538828	Acanthopterygii
1357	AP009215	Acanthopterygii
1358	NC_021444	Acanthopterygii
1359	AP011919	Acanthopterygii
1360	NC_042416	Acanthopterygii
1361	NC_044439	Acanthopterygii
1362	DQ996312	Acanthopterygii
1363	NC_034668	Acanthopterygii
1364	MH538841	Acanthopterygii
1365	MH538862	Acanthopterygii
1366	AP009221	Acanthopterygii
1367	MK574671	Acanthopterygii
1368	NC_034338	Acanthopterygii
1369	KT211442	Acanthopterygii
1370	KM410088	Acanthopterygii
1371	MH538818	Acanthopterygii
1372	NC_034336	Acanthopterygii
1373	AP009203	Acanthopterygii
1374	NC_045033	Acanthopterygii
1375	KT211475	Acanthopterygii
1376	KT869378	Acanthopterygii
1377	AP009188	Acanthopterygii
1378	KT780446	Acanthopterygii
1379	KX118033	Acanthopterygii
1380	KP134336	Acanthopterygii
1381	KP013108	Acanthopterygii
1382	AP009198	Acanthopterygii
1383	MF621736	Acanthopterygii
1384	KX118016	Acanthopterygii
1385	KT211462	Acanthopterygii
1386	NC_015358	Acanthopterygii
1387	KX117960	Acanthopterygii
1388	MH538895	Acanthopterygii
1389	NC_024185	Acanthopterygii
1390	KY628301	Acanthopterygii
1391	MH538785	Acanthopterygii
1392	MN162695	Acanthopterygii
1393	KJ184526	Acanthopterygii
1394	MH538751	Acanthopterygii
1395	KU166863	Acanthopterygii
1396	KX117970	Acanthopterygii
1397	MT410943	Acanthopterygii
1398	AP009540	Acanthopterygii
1399	JQ639061	Acanthopterygii
1400	EF427918	Acanthopterygii
1401	NC_032039	Acanthopterygii
1402	KP013105	Acanthopterygii
1403	KX117999	Acanthopterygii
1404	AP009173	Acanthopterygii
1405	KJ489014	Acanthopterygii
1406	NC_043900	Acanthopterygii
1407	MH521260	Acanthopterygii
1408	EU043376	Acanthopterygii
1409	NC_027656	Acanthopterygii
1410	NC_036146	Acanthopterygii
1411	NC_023226	Acanthopterygii
1412	NC_024199	Acanthopterygii
1413	MT230531	Acanthopterygii
1414	KT211437	Acanthopterygii
1415	KT211433	Acanthopterygii
1416	JQ713914	Acanthopterygii
1417	MF536715	Acanthopterygii
1418	MK784212	Acanthopterygii
1419	KY067949	Acanthopterygii
1420	KR362879	Acanthopterygii
1421	KX117986	Acanthopterygii
1422	AB445125	Acanthopterygii
1423	MH301084	Acanthopterygii
1424	KP973944	Acanthopterygii
1425	AP002947	Acanthopterygii
1426	MH538825	Acanthopterygii
1427	MH538890	Acanthopterygii
1428	MH538854	Acanthopterygii
1429	NC_044430	Acanthopterygii
1430	AP009213	Acanthopterygii
1431	NC_036147	Acanthopterygii
1432	KX117927	Acanthopterygii
1433	NC_036719	Acanthopterygii
1434	AP008940	Acanthopterygii
1435	NC_044782	Acanthopterygii
1436	AP008939	Acanthopterygii
1437	KX268503	Acanthopterygii
1438	KC537759	Acanthopterygii
1439	MH538760	Acanthopterygii
1440	AP002951	Acanthopterygii
1441	MH538867	Acanthopterygii
1442	NC_011571	Acanthopterygii
1443	DQ526430	Acanthopterygii
1444	MH378781	Acanthopterygii
1445	KY965072	Acanthopterygii
1446	KX117954	Acanthopterygii
1447	NC_042203	Acanthopterygii
1448	MK784218	Acanthopterygii
1449	MH301083	Acanthopterygii
1450	NC_045245	Acanthopterygii
1451	MN853162	Acanthopterygii
1452	NC_015654	Acanthopterygii
1453	MH538872	Acanthopterygii
1454	MH538810	Acanthopterygii
1455	MH301062	Acanthopterygii
1456	KJ433559	Acanthopterygii
1457	JF911703	Acanthopterygii
1458	AP004440	Acanthopterygii
1459	KP861225	Acanthopterygii
1460	KY657279	Acanthopterygii
1461	MK256952	Acanthopterygii
1462	MK321578	Acanthopterygii
1463	MG739436	Acanthopterygii
1464	NC_015365	Acanthopterygii
1465	NC_029472	Acanthopterygii
1466	JQ639071	Acanthopterygii
1467	AP009211	Acanthopterygii
1468	KX118022	Acanthopterygii
1469	NC_030057	Acanthopterygii
1470	MK784244	Acanthopterygii
1471	MH538724	Acanthopterygii
1472	NC_010269	Acanthopterygii
1473	FJ472837	Acanthopterygii
1474	NC_011570	Acanthopterygii
